autoscaler: 2025/04/23 22:54:21 🧵 Auto‑scaler initialized
autoscaler: 2025/04/23 22:56:47 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:47 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:47 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:47 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:48 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:48 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:48 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:48 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:49 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:49 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:49 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:49 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:50 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:50 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:50 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:50 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:51 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:51 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:51 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:51 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:52 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:52 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:52 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:52 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:53 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:53 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:53 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:53 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:54 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:54 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:54 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:54 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:55 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:55 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:55 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:55 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:56 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:56 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:56 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:56 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:57 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:57 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:57 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:57 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:58 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:58 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:58 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:58 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:59 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:59 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:59 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:56:59 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:00 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:00 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:00 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:00 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:01 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:01 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:01 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:01 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:02 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:02 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:02 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:02 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:03 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:03 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:03 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:03 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:04 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:04 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:04 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:04 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:05 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:05 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:05 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:05 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:06 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:06 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:06 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:06 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:07 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:07 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:07 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:07 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:08 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:08 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:08 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:08 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:09 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:09 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:09 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:09 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:10 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:10 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:10 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:10 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:11 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:11 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:11 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:11 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:12 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:12 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:12 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:12 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:13 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:13 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:13 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:13 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:14 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:14 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:14 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:14 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:15 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:15 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:15 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:15 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:16 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:16 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:16 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:16 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:17 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:17 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:17 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:17 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:18 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:18 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:18 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:18 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:19 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:19 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:20 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:20 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:21 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:21 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:21 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:21 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:22 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:22 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:22 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:22 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:23 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:23 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:23 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:23 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:24 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:24 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:24 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:24 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:25 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:25 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:25 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:25 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:26 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:26 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:26 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:26 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:27 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:27 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:27 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:27 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:28 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:28 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:28 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:28 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:29 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:29 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:29 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:29 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:30 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:30 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:30 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:30 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:31 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:31 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:31 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:31 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:32 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:32 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:32 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:32 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:33 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:33 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:33 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:33 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:34 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:34 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:34 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:34 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:35 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:35 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:35 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:35 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:36 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:36 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:36 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:36 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:37 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:37 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:37 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:37 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:38 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:38 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:38 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:38 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:39 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:39 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:39 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:39 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:40 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:40 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:40 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:40 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:41 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:41 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:41 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:41 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:42 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:42 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:42 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:42 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:43 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:43 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:43 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:43 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:44 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:44 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:44 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:44 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:45 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:45 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:45 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:45 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:46 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:46 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:46 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:46 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:47 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:47 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:47 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:47 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:48 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:48 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:48 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:48 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:49 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:49 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:49 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:49 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:50 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:50 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:50 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:50 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:51 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:51 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:51 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:51 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:52 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:52 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:52 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:52 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:53 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:53 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:53 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:53 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:54 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:54 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:54 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:54 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:55 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:55 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:55 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:55 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:56 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:56 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:56 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:56 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:57 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:57 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:57 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:57 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:58 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:58 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:58 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:58 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:59 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:59 ℹ️ [task_shard_1] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:59 ℹ️ [task_shard_2] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:57:59 ℹ️ [task_shard_3] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:00 ℹ️ [task_shard_0] depth=0 liveWorkers=4
autoscaler: 2025/04/23 22:58:00 ℹ️ [task_shard_1] depth=0 liveWorkers=4
